Review	Liked
a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.	0
Pretty awesome place.	1
Ambience is perfect.	1
Best of luck to the rude and non-customer service focused new management.	0
Any grandmother can make a roasted chicken better than this one.	0
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.	0
The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!	1
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !	1
The roast beef sandwich tasted really good!	1
Same evening, him and I are both drastically sick.	0
High-quality chicken on the chicken Caesar salad.	1
Ordered burger rare came in we'll done.	0
We were promptly greeted and seated.	1
Tried to go here for lunch and it was a madhouse.	0
I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.	1
After waiting an hour and being seated, I was not in the greatest of moods.	0
This is a good joint.	1
The Macarons here are insanely good.	1
I'm not eating here!	0
Our waiter was very attentive, friendly, and informative.	1
Maybe if they weren't cold they would have been somewhat edible.	0
This place has a lot of promise but fails to deliver.	0
Very bad Experience!	0
What a mistake.	0
Food was average at best.	0
Great food.	1
We won't be going back anytime soon!	0
Very Very Disappointed ordered the $35 Big Bay Plater.	0
Great place to relax and have an awesome burger and beer.	1
It is PERFECT for a sit-down family meal or get together with a few friends.	1
Not much flavor to them, and very poorly constructed.	0
The patio seating was very comfortable.	1
The fried rice was dry as well.	0
Hands down my favorite Italian restaurant!	1
That just SCREAMS "LEGIT" in my book...somethat's also pretty rare here in Vegas.	1
It was just not a fun experience.	1
The atmosphere was great with a lovely duo of violinists playing songs we requested.	1
I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).	1
Very convenient, since we were staying at the MGM!	1
The owners are super friendly and the staff is courteous.	1
Both great!	1
Eclectic selection.	1
The sweet potato tots were good but the onion rings were perfection or as close as I have had.	1
The staff was very attentive.	1
And the chef was generous with his time (even came around twice so we can take pictures with him).	1
The owner used to work at Nobu, so this place is really similar for half the price.	1
Google mediocre and I imagine Smashburger will pop up.	0
dont go here.	0
I promise they won't disappoint.	1
As a sushi lover avoid this place by all means.	0
What a great double cheeseburger!	1
Awesome service and food.	1
A fantastic neighborhood gem !!!	1
I can't wait to go back.	1
The plantains were the worst I've ever tasted.	0
It's a great place and I highly recommend it.	1
Service was slow and not attentive.	0
I gave it 5 stars then, and I'm giving it 5 stars now.	1
Your staff spends more time talking to themselves than me.	0
Dessert: Panna Cotta was amazing.	1
Very good food, great atmosphere.1	1
Damn good steak.	1
Total brunch fail.	0
Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.	1
The decor is nice, and the piano music soundtrack is pleasant.	1
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!	1
Good food , good service .	1
It was absolutely amazing.	1
I probably won't be back, to be honest.	0
will definitely be back!	1
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.	1
Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.	1
Went for lunch - service was slow.	0
We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.	0
I was mortified.	0
Needless to say, we will never be back here again.	0
Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.	0
The chips that came out were dripping with grease, and mostly not edible.	0
I wasn't really impressed with Strip Steak.	0
Have been going since 2007 and every meal has been awesome!!	1
Our server was very nice and attentive as were the other serving staff.	1
The cashier was friendly and even brought the food out to me.	1
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.	0
The atmosphere here is fun.	1
Would not recommend to others.	0
Service is quick and even "to go" orders are just like we like it!	1
I mean really, how do you get so famous for your fish and chips when it's so terrible!?!	0
That said, our mouths and bellies were still quite pleased.	1
Not my thing.	0
2 Thumbs Up!!	1
If you are reading this please don't go there.	0
I loved the grilled pizza, reminded me of legit Italian pizza.	1
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!	1
They have a really nice atmosphere.	1
Tonight I had the Elk Filet special...and it sucked.	0
After one bite, I was hooked.	1
We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.	0
Cute, quaint, simple, honest.	1
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.	1
The food was great as always, compliments to the chef.	1
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.	1
Awesome selection of beer.	1
Great food and awesome service!	1
One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.	1
A FLY was in my apple juice.. A FLY!!!!!!!!	0
The Han Nan Chicken was also very tasty.	1
As for the service, I thought it was good.	1
The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.	0
Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.	0
Nicest Chinese restaurant I've been in a while.	1
Overall, I like there food and the service.	1
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.	1
Probably never coming back, and wouldn't recommend it.	0
Friend's pasta -- also bad, he barely touched it.	0
Try them in the airport to experience some tasty food and speedy, friendly service.	1
I love the decor with the Chinese calligraphy wall paper.	1
Never had anything to complain about here.	1
The restaurant is very clean and has a family restaurant feel to it.	1
It was way over fried.	0
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.	0
When I opened the sandwich, I was impressed, but not in a good way.	0
Will not be back!	0
There was a warm feeling with the service and I felt like their guest for a special treat.	1
An extensive menu provides lots of options for breakfast.	1
I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.	1
I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!	0
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.	1
I got to enjoy the seafood salad, with a fabulous vinegrette.	1
The wontons were thin, not thick and chewy, almost melt in your mouth.	1
Level 5 spicy was perfect, where spice didn't over-whelm the soup.	1
We were sat right on time and our server from the get go was FANTASTIC!	1
Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.	0
When I'm on this side of town, this will definitely be a spot I'll hit up again!	1
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.	0
This is a GREAT place to eat!	1
The jalapeno bacon is soooo good.	1
The service was poor and thats being nice.	0
Food was good, service was good, Prices were good.	1
The place was not clean and the food oh so stale!	0
The chicken dishes are OK, the beef is like shoe leather.	0
But the service was beyond bad.	0
I'm so happy to be here!!!"	1
Tasted like dirt.	0
One of the few places in Phoenix that I would definately go back to again .	1
The block was amazing.	1
It's close to my house, it's low-key, non-fancy, affordable prices, good food.	1
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!	1
My sashimi was poor quality being soggy and tasteless.	0
Great time - family dinner on a Sunday night.	1
the food is not tasty at all, not to say its "real traditional Hunan style".	0
What did bother me, was the slow service.	0
The flair bartenders are absolutely amazing!	1
Their frozen margaritas are WAY too sugary for my taste.	0
These were so good we ordered them twice.	1
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.	0
My girlfriend's veal was very bad.	0
Unfortunately, it was not good.	0
I had a pretty satifying experience.	1
Join the club and get awesome offers via email.	1
Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.	1
Bland and flavorless is a good way of describing the barely tepid meat.	0
The chains, which I'm no fan of, beat this place easily.	0
The nachos are a MUST HAVE!	1
We will not be coming back.	0
I don't have very many words to say about this place, but it does everything pretty well.	1
The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.	1
Great atmosphere, friendly and fast service.	1
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.	1
Once your food arrives it's meh.	0
Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.	0
The classic Maine Lobster Roll was fantastic.	1
My brother in law who works at the mall ate here same day, and guess what he was sick all night too.	0
So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.	1
The chips and salsa were really good, the salsa was very fresh.	1
This place is great!!!!!!!!!!!!!!	1
Mediocre food.	0
Once you get inside you'll be impressed with the place.	1
I'm super pissd.	0
And service was super friendly.	1
Why are these sad little vegetables so overcooked?	0
This place was such a nice surprise!	1
They were golden-crispy and delicious.	1
I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.	0
I could eat their bruschetta all day it is devine.	1
Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.	0
Lastly, the mozzarella sticks, they were the best thing we ordered.	1
The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.	1
The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!	0
The service was terrible though.	0
This place is overpriced, not consistent with their boba, and it really is OVERPRICED!	0
It was packed!!	0
I love this place.	1
I can say that the desserts were yummy.	1
The food was terrible.	0
The seasonal fruit was fresh white peach puree.	1
It kept getting worse and worse so now I'm officially done.	0
This place should honestly be blown up.	0
But I definitely would not eat here again.	0
Do not waste your money here!	0
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.	1
The crêpe was delicate and thin and moist.	1
Awful service.	0
Won't ever go here again.	0
Food quality has been horrible.	0
For that price I can think of a few place I would have much rather gone.	0
The service here is fair at best.	0
I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.	0
Do yourself a favor and stay away from this dish.	0
Very poor service.	0
No one at the table thought the food was above average or worth the wait that we had for it.	0
Best service and food ever, Maria our server was so good and friendly she made our day.	1
They were excellent.	1
I paid the bill but did not tip because I felt the server did a terrible job.	0
Just had lunch here and had a great experience.	1
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.	0
Food is way overpriced and portions are fucking small.	0
I recently tried Caballero's and I have been back every week since!	1
for 40 bucks a head, i really expect better food.	0
The food came out at a good pace.	1
I ate there twice on my last visit, and especially enjoyed the salmon salad.	1
I won't be back.	0
We could not believe how dirty the oysters were!	0
This place deserves no stars.	0
I would not recommend this place.	0
In fact I'm going to round up to 4 stars, just because she was so awesome.	1
To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.	0
Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!	0
the potatoes were great and so was the biscuit.	1
I probably would not go here again.	0
So flavorful and has just the perfect amount of heat.	1
The price is reasonable and the service is great.	1
The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.	0
My fella got the huevos rancheros and they didn't look too appealing.	0
Went in for happy hour, great list of wines.	1
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!	1
I probably won't be coming back here.	0
Worst food/service I've had in a while.	0
This place is pretty good, nice little vibe in the restaurant.	1
Talk about great customer service of course we will be back.	1
Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.	0
I love their fries and their beans.	1
Always a pleasure dealing with him.	1
They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.	1
This place is awesome if you want something light and healthy during the summer.	1
For sushi on the Strip, this is the place to go.	1
The service was great, even the manager came and helped with our table.	1
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.	0
I started this review with two stars, but I'm editing it to give it only one.	0
this is the worst sushi i have ever eat besides Costco's.	0
All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.	1
My boyfriend and i sat at the bar and had a completely delightful experience.	1
Weird vibe from owners.	0
There was hardly any meat.	0
I've had better bagels from the grocery store.	0
Go To Place for Gyros.	1
I love the owner/chef, his one authentic Japanese cool dude!	1
Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.	0
I found a six inch long piece of wire in my salsa.	0
The service was terrible, food was mediocre.	0
We definately enjoyed ourselves.	1
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.	0
On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.	0
I had about two bites and refused to eat anymore.	0
The service was extremely slow.	0
After 20 minutes wait, I got a table.	0
Seriously killer hot chai latte.	1
No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.	0
My boyfriend tried the Mediterranean Chicken Salad and fell in love.	1
Their rotating beers on tap is also a highlight of this place.	1
Pricing is a bit of a concern at Mellow Mushroom.	0
Worst Thai ever.	0
If you stay in Vegas you must get breakfast here at least once.	1
I want to first say our server was great and we had perfect service.	1
The pizza selections are good.	1
I had strawberry tea, which was good.	1
Highly unprofessional and rude to a loyal patron!	0
Overall, a great experience.	1
Spend your money elsewhere.	0
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!	1
The Buffet at Bellagio was far from what I anticipated.	0
And the drinks are WEAK, people!	0
-My order was not correct.	0
Also, I feel like the chips are bought, not made in house.	0
After the disappointing dinner we went elsewhere for dessert.	0
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!	1
We won't be returning.	0
This is my new fav Vegas buffet spot.	1
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.	0
Very, very sad.	0
i felt insulted and disrespected, how could you talk and judge another human being like that?	0
How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!	0
I'm not impressed with the concept or the food.	0
The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.	0
There is really nothing for me at postinos, hope your experience is better	0
I got food poisoning here at the buffet.	0
They brought a fresh batch of fries and I was thinking yay something warm but no!	0
What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.	0
Needless to say, I won't be going back anytime soon.	0
This place is disgusting!	0
Every time I eat here, I see caring teamwork to a professional degree.	1
The RI style calamari was a joke.	0
However, there was so much garlic in the fondue, it was barely edible.	0
I could barely stomach the meal, but didn't complain because it was a business lunch.	0
It was so bad, I had lost the heart to finish it.	0
It also took her forever to bring us the check when we asked for it.	0
We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!	0
Disappointing experience.	0
The food is about on par with Denny's, which is to say, not good at all.	0
If you want to wait for mediocre food and downright terrible service, then this is the place for you.	0
WAAAAAAyyyyyyyyyy over rated is all I am saying.	0
We won't be going back.	0
The place was fairly clean but the food simply wasn't worth it.	0
This place lacked style!!	0
The sangria was about half of a glass wine full and was $12, ridiculous.	0
Don't bother coming here.	0
The meat was pretty dry, I had the sliced brisket and pulled pork.	0
The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.	0
It was equally awful.	0
Probably not in a hurry to go back.	0
very slow at seating even with reservation.	0
Not good by any stretch of the imagination.	0
The cashew cream sauce was bland and the vegetables were undercooked.	0
The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.	0
It was a bit too sweet, not really spicy enough, and lacked flavor.	0
I was VERY disappointed!!	0
This place is horrible and way overpriced.	0
Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.	0
It wasn't busy at all and now we know why.	0
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.	0
The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.	0
Con: spotty service.	0
The fries were not hot, and neither was my burger.	0
But then they came back cold.	0
Then our food came out, disappointment ensued.	0
The real disappointment was our waiter.	0
My husband said she was very rude... did not even apologize for the bad food or anything.	0
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.	0
Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.	0
If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?	0
She was quite disappointed although some blame needs to be placed at her door.	0
After all the rave reviews I couldn't wait to eat here......what a disappointment!	0
Del Taco is pretty nasty and should be avoided if possible.	0
It's NOT hard to make a decent hamburger.	0
But I don't like it.	0
Hell no will I go back	0
We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.	0
I don't know what the big deal is about this place, but I won't be back "ya'all".	0
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.	0
The ambiance isn't much better.	0
Unfortunately, it only set us up for disapppointment with our entrees.	0
The food wasn't good.	0
Your servers suck, wait, correction, our server Heimer sucked.	0
What happened next was pretty....off putting.	0
too bad cause I know it's family owned, I really wanted to like this place.	0
Overpriced for what you are getting.	0
I vomited in the bathroom mid lunch.	0
I kept looking at the time and it had soon become 35 minutes, yet still no food.	0
I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.	0
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.	0
Food was below average.	0
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.	0
All in all, Ha Long Bay was a bit of a flop.	0
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).	0
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.	0
It lacked flavor, seemed undercooked, and dry.	0
It really is impressive that the place hasn't closed down.	0
I would avoid this place if you are staying in the Mirage.	0
The refried beans that came with my meal were dried out and crusty and the food was bland.	0
Spend your money and time some place else.	0
A lady at the table next to us found a live green caterpillar In her salad.	0
the presentation of the food was awful.	0
I can't tell you how disappointed I was.	0
I think food should have flavor and texture and both were lacking.	0
Appetite instantly gone.	0
Overall I was not impressed and would not go back.	0
The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.	0
Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.	0
Had a brilliant evening taking over the whole of the restaurant for my 70th Birthday bash.	1
Compliments are flooding in from my guests regarding the food and a enjoyable evening. Thanks Doug and Chris and thank you to the rest of the team for helping to make the night run so smoothly.	1
On behalf of us all – thank you for making our evening such an enjoyable one! Your hard work and consideration were very much appreciated. Kindest regards.	1
Tapas evening last night another success, well done Doug and Chris & team for all your hard work, lovely food and ambience, garden looked lovely, thanks for all the heaters keeping us arm.	1
Many thanks for making June 8th a day for our daughter Lyn to remember her 60th birthday.The buffet was lovely and enjoyed by all. Please thank your staff for all their hard work and being so friendly and helpful. Also your garden looked lovely.	1
Just to say “thank you” for our meal last Saturday. We all enjoyed your delicious food and the evening was everything we hoped it would be. Thank you so much.	1
Really enjoyed my lunch today, in this out of the way dinning spot.  I took public transportation with two transfers to get here, because it's not my first time.  I enjoyed two old favorites, the carpaccio salad, and the pumpkin ravioli with the pecan sauce that has a heavy dose of browned butter.  Heaven!  This time I took pictures.... here you go.	1
One of the better Italian restaurant. My party of 5 has different dishes and all of them were very good.	1
I've passed by this restaurant many times and I was craving a nice Italian meal before work. I was really impressed with the ratings and reviews, so I gave it a shot.	1
Food is delicious! If you like Italian food here is where you want to go!	1
Lady that greeted me was pleasant. They did not have what I wanted and referred me to "Little Trattoria 25"....that turned into an unpleasant experience. 5 stars for helping me with another suggestion. I just hate that my experience wasn't as good at the other location....fyi i was told that the other location was not affiliated with them.	1
Had a excellent experience here with my daughter. The food comes quickly and the service is just awesome. Prices are fair.	1
Good food. Great service. Daniel was very helpful	1
this place is outstanding. the Fettuccine with mushroom sauce and seafood is quality quality. the Cadillac margarita was strong and very tasty. my wife's birthday dinner here was perfect. intimate, flavorful and right in the corner. check it out.	1
The best class linguine ever	1
Love see food pasta!! Very nice service	1
Really enjoyed my lunch today, in this out of the way dinning spot.  I took public transportation with two transfers to get here, because it's not my first time.  I enjoyed two old favorites, the carpaccio salad, and the pumpkin ravioli with the pecan sauce that has a heavy dose of browned butter.  Heaven!  This time I took pictures.... here you go.	1
One of the better Italian restaurant. My party of 5 has different dishes and all of them were very good.	1
I've passed by this restaurant many times and I was craving a nice Italian meal before work. I was really impressed with the ratings and reviews, so I gave it a shot.	1
Food is delicious! If you like Italian food here is where you want to go!	1
Lady that greeted me was pleasant. They did not have what I wanted and referred me to "Little Trattoria 25"....that turned into an unpleasant experience. 5 stars for helping me with another suggestion. I just hate that my experience wasn't as good at the other location....fyi i was told that the other location was not affiliated with them.	1
Had a excellent experience here with my daughter. The food comes quickly and the service is just awesome. Prices are fair.	1
Good food. Great service. Daniel was very helpful	1
this place is outstanding. the Fettuccine with mushroom sauce and seafood is quality quality. the Cadillac margarita was strong and very tasty. my wife's birthday dinner here was perfect. intimate, flavorful and right in the corner. check it out.	1
The best class linguine ever	1
Love see food pasta!! Very nice service	1
This place has great food at great prices.I am making this place my favorite, the sports bar it's a bit small  but cozy. Come for great food stay for drinks and football.In the middle of nowhere.	1
Located in the heart of industrial Vernon (if you can believe that) this is a great iltalian resturant if you find yourself in the area doing business. You won't go wrong eating here!	1
A regular at this place. Food is awesome and great service.	1
Food was delicious. But the service was the best. We had 2 of the best servers ever. They were on it. We came in wearing our Dodger gear. Well everyone one was nicely dressed up. And for them to take care of us the way they did. Was a warm feeling. Feel in love with this place.	1
I love this place it's so beautiful in the inside the staff is very professional & Janet the event planner is great at what she does and makes you feel at ease when you're planning events.	1
Had a very good experience in this place with my son. The food came fast and the service is just good. Prices are reasonable.	1
Very clean place. Easy going waiters. Friendly environment 	1
Loved the foods and the service	1
Enjoyed a great meal today. The service was also 5 stars.	1
The food is always delicious and the price is not too high! Also great service :) 	1
The food was great. And the staff is friendly and nice.	1
We used their service for our Christmas party and their food was delicious. I enjoyed the filet mignon	1
Very very good food the seafood is excellent. Service is also very good. Prices are reasonable 	1
Excellent service and the food was fantastic.	1
Good food. Fast service.	1
excellent food and excellent place !!!	1
The food is delicious and the service is great.	1
You are the best among the rest! Last Sunday, I tried to come here and try their bestseller dishes. I was so happy and satisfied with the food. I like their plating because it was so attractive. I didn't regret my decision to have my dinner in this place at that time. Excellent service! Highly recommended to everyone!	1
This restaurant offers the most award-winning food anywhere in this town. You will dine in a room filled with hundreds of hand-painted tiles and style fountains, which set the ambiance for a memorable evening coupled with the most delicious dinner ever. Be sure to order a pitcher of Sangria. It's the bomb!	1
Best ever experience! It was all simply decadent. There was a prompt and friendly waiter. Their five stars were easily won!	1
This culinary Mecca is on every “must eat” list for a reason. The menu was a bit confusing but the waiter proved that no menu was needed. He laid out a three course meal that catered to our cravings. Every bite proved to be heavenly bliss on the palate. Every step of the dining experience was perfection. The only regret you’ll have in not coming with a bigger appetite!	1
One of the best restaurant ever! The entries are simply to die for. Try out the huge selection of incredible appetizers. I would eat here every day if I could afford it!	1
Great food! I had a the lamb pasta , it was delicious the pasta was so soft, like clouds and the lamb just melts in your mouth. Definitely going back. The have a nice area outside for us who like to get out during Covid times . And they are open late which is nice	1
We love the taste of the food from this restaurant. It was a weekend when we visited this restaurant. The place was so spacious and clean. It was so cozy and fancy as well. The food was served fast and well plated. The waiter was so polite and clean. My sister and I had the best dine-in experience in this restaurant.	1
This authentic Italian restaurant with mostly an Italian staff features some of the most amazing dishes that find some of the BEST in the country.	1
My best colleague and I decided to go to a restaurant nearby. The staff greeted us with that big smile, and they directly showed us to our seats. The menu also explained thoroughly, and they will answer all your questions happily. The food was both beautifully presented and delicious. I will never forget this wondrous experience!	1
Very reasonable. It's an eating place near me so it can't be as compared to different stand alone food resto.	1
One of my favorite locations for delicious Italian food. I love visiting here. Service is consistently great. Prices are appropriate.	1
We've been here of course before COVID, ALWAYS delicious! Made it out tonight for their first night back, beyond amazing! Factory kitchen didn't skip a beat! Do your self a favor, make a reservation and go get you some freshly made pasta!	1
last night was the first time we went to this restaurant. But It is definitely not the last. We enjoyed the evening a lot with the good service, with the finest cuisine and fine drinks and with the modest price. We will definitely go back there soon.	1
I truly loved this place in my entire life! Honestly, every time I came here, I felt refreshed and happy. The foods were delicious and tasty. Even the drinks, it was OK. Also, the ambiance was clean, comfortable, and stylish. I mean, everything here was perfect and a good choice to visit again and again. Thank you. Till next time! 	1
A preferred place for delicious italian food. definitely one of the best places in the area. certainly worth going back to. prices that won't break you.	1
italian food and service at this spot is very good. arrived at seven, it wasn't crowded. the service was very helpful and welcoming. the place has a cool feel to it.	1
Ok location for quality italian food. Got there about two, it was not packed. Prices that are reasonable. Menu is like a cafe in Boston I liked.	1
Ok location for quality italian food. Service is typically above par. It has an awesome atmosphere. Menu is like a place in Miami I enjoyed	1
italian food and the setting here is better than most. Everyone at our table was quite pleased. Certainly worth a return trip. Menu is like a place in San Francisco I liked.	1
italian food and the feeling here is quality. Visited about four, it was not full. The service was friendly and observant. This place has a great feel to it. 	1
I decided to try this restaurant yesterday for lunch, and I thoroughly enjoyed my meal! The restaurant itself is classy and well-designed. The employees are extremely polite, which I think is the hallmark of the city's hospitality. If you're looking for good food, this is a great choice! Check out my pictures for an idea of their menus!	1
This is no ordinary Italian restaurant. I visited for dinner in a party of four and was treated to some of the finest Italian cuisine that I have ever experienced. You don’t see the usual Italian staple dishes on the menu here - Angelo and his great chefs are far too knowledgable and creative for that. What you can expect are dishes created with the utmost attention to detail resulting in sublime multi-layered flavouring and great presentation. The outstanding food combined with attentive waiting staff served in a warm and friendly atmosphere make this a great venue for all occasions.	1
This was the first time I visited this restaurant, and I am very grateful that I found this incredible place. I was not expecting this place could be this amazing. I will definitely be going to visit this place again and again for sure. I will also bring my family and friends as well. The most fabulous place! The best of the best service! 	1
It's an Italian restaurant, with many good options. The food is delicious. we went there with friends and shared different dishes. The restaurant is located in Downtown LA Art District and it has a valet parking available. they are open for lunch and dinner. Service was good and the desert was awesome .	1
Great customer service, amazing food. 2nd time here and its the best. Ive only been here during lunch time on a week day its usually very empty but as we were leaving it was getting full. I think any other time it will be very busy, so reservations are probably the best bet.	1
The ambiance is out of this world with class, however it still manages to feel like a family, I don’t know how they do it! The food is like heaven in your mouth, I have never tasted dishes so good. I highly recommend 	1
Everything we had was fantastic. The prosciutto had so much flavor, and coupled with the burratta, was just amazing. The gnocchi was cooked perfectly and the veal ragu had so much depth of flavor. My wife had the seafood ravioli, which was very rich and very flavorful. The bread putting was a wonderful dessert to end a great dinner. My wife and I enjoyed watching the fresh pasta being rolled out and the slicing of the prosciutto.	1
Good service Variety of options Yummy food Awesome interiors Five stars! 	1
Great good and service. A bit noisy but worth it. Beautiful place. No outdoor sitting. Great bar. The pasta was amazing. Really unique. Good coffee too. 	1
A Italian restaurant located in a loft area that we will definitely visit again. Quite and responsive services! You got plenty of choice on pasta choices! They are always homemade with good textures and unbelievable amazing sauces. Price is reasonable. But the restaurant is quite busy, good to have reservation before visiting.	1
Yum yum yum Great service with awesome foods! Don’t missed it!!	1
Trendy, great Italian or Italian fusion place. This place in arts district reminds me of Manhattan a little. Great ambiance. Great food. It can be pricy or not depending on if you share. I always share and you can sample more. The prosciutto appetizer is a must try. The tiramisu is also amazing. 	1
It was my first time dining at this Italian restaurant. It's in downtown L.A.'s Art District. It was a factory building before. The food is delicious here; pastas are handmade. You can watch them prepare the food, if you wish. We came here as a group for dinner, and tasted various dishes: I'll list a few. Some ortolana salad, arugula salad, fried frittula and parma prosciutto & stracciatella cheese were great starters. Definitely get the prosciutto with cheese! The green pesto handkerchief pasta (Mandelli di Setta) was silky, yummy and filling; I've never had anything like this before. The thinly sliced wine-cured beef was also good. I didn't care so much for the Casonzei and mushroom focaccina. I loved the apple pie dessert with ice cream. The bread pudding was pretty good too.	1
A little hard to find this place but oh man are you rewarded when you do. Service is great and the pastas here are outstanding. The handkerchief pasta in particular stands out but honestly everything is good here. Make sure to save room for dessert as the cannoli is delicious!	1
I will echo the other reviewers in saying that the service here is excellent, and the food is truly delicious. Very tasty dishes, homemade pasta, hearty sauces, and creative flavors. This restaurant gives you all the hearty flavor-filled Italian dishes you're used to, but with a little bit of extra flair. To some, it can certainly come off as pretentious, but the staff clearly is devoted to the food and their customers, and I look forward to bringing more people to this restaurant - despite its popularity, its location still makes it feel very much like a hidden gem.	1
Favorite Italian spot is Art District DTLA. Make sure to try the pepperu and Prosciutto. 	1
The dishes were delicious all around! We tried their mushroom pizza which was loaded with fresh mushrooms and had a crust stuffed with ricotta cheese. We also had the handkerchief pasta, and the truffle pasta both of which had delicious notes of their respective flavors without overwhelming. Finished off with the banana pudding.	1
Wow! Amazing atmosphere and customer service. Pasta is made fresh as you watch. The pasta itself is some nog the best I've had as is the flavours. Cannot recommend enough!	1
